M+S^E_3 with selection size 0.05 comparison in terms of gap closed - nb of sdp cuts added at cut rounds - nb of sdp cuts added based on the optimality measure between selection strategiescomb - feas
,,,,gap_closed_at_round_,_,_,_,_,_,_,_,nb_sdp_cuts_at_round_,_,_,_,_,_,_,_,nb_opt_cuts_at_round_,_,_,_,_,_,_,_
filename,size,density,nb_constraints,r1_feas,r1_comb,r2_feas,r2_comb,r3_feas,r3_comb,r4_feas,r4_comb,r1_feas,r1_comb,r2_feas,r2_comb,r3_feas,r3_comb,r4_feas,r4_comb,r1_feas,r1_comb,r2_feas,r2_comb,r3_feas,r3_comb,r4_feas,r4_comb
q_40_8_25_1,40,25,8,0.17469439328690017,0.2309716839942618,0.37550443192819544,0.3693212241964816,0.41743476994434753,0.542010705986466,0.5422947927851448,0.6124461097156126,7,7,7,7,7,7,7,7,0,7,0,7,0,7,0,7
q_40_8_25_2,40,25,8,1,1,1,1,1,1,1,1,8,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0
q_40_8_25_3,40,25,8,0.15558704589117942,0.23890351475054425,0.31022022687337686,0.5310273370624814,0.5649257955887252,0.7053829401745297,0.6614435361426387,0.7697178580763092,8,8,8,8,8,8,8,8,0,8,0,8,0,8,0,8
q_40_8_25_4,40,25,8,0.13914364340597432,0.3089760139854053,0.2524404805128224,0.5789222353758209,0.39148482596546863,0.6805035861813213,0.5068020307119679,0.7322470219206985,8,8,8,8,8,8,8,8,0,8,0,8,0,8,0,8
q_40_8_25_5,40,25,8,0.06851793687200221,0.12387732155902986,0.15319055774884618,0.2128422238989306,0.24209474737329495,0.28935694710123816,0.3066216741643702,0.3625539885679656,7,7,7,7,7,7,7,7,0,7,0,7,0,7,0,7
q_40_8_50_1,40,50,8,0.14403745095621015,0.16078890690583325,0.21996475314688335,0.4076387314611411,0.28104151341884254,0.5752038654745328,0.4064670940073717,0.6376228650747561,68,68,68,68,68,68,68,68,0,68,0,68,0,68,0,68
q_40_8_50_2,40,50,8,0.17178225376612466,0.22172973341498803,0.22107923484034184,0.5408846627233825,0.46791580187681425,0.6824228460007731,0.6086238691552192,0.7414891415437763,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_8_50_3,40,50,8,0.22003519331318308,0.15263892841460056,0.31600138732236227,0.2801608493636094,0.4680090450509459,0.5783879153288756,0.6023868076721807,0.7007783942080356,63,63,63,63,63,63,63,63,0,63,0,63,0,63,0,63
q_40_8_50_4,40,50,8,0.2648546821871315,0.24057306134935114,0.37309302728112254,0.3962472570894764,0.5659912865668073,0.6990037896130574,0.6949011504073397,0.7800507294474316,64,64,64,64,64,64,64,64,0,64,0,64,0,64,0,64
q_40_8_50_5,40,50,8,0.27592019331627093,0.28551242006885,0.40923148393176256,0.6389074820119044,0.6025811536376717,0.8047694385700155,0.7508090627852758,0.8719044885667913,64,64,64,64,64,64,64,64,0,64,0,64,0,64,0,64
q_40_8_75_1,40,75,8,0.2841269762104698,0.2539694820604287,0.376365440022832,0.49675436678413665,0.6223664011381328,0.7630353257930261,0.7310873448689429,0.8552273651339378,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_40_8_75_2,40,75,8,0.24415967358784335,0.3347607429545973,0.4155276511922137,0.5384890167416255,0.44516585980418766,0.783426712455969,0.657527323084413,0.8653519003008328,63,63,63,63,63,63,63,63,0,63,0,63,0,63,0,63
q_40_8_75_3,40,75,8,0.2532796439604988,0.2971852951034672,0.39213399120423303,0.6833075029010024,0.43602939911829636,0.7870691951847397,0.6470955005984621,0.8420771597737575,63,63,63,63,63,63,63,63,0,63,0,63,0,63,0,63
q_40_8_75_4,40,75,8,0.24314190142472442,0.27867774332124734,0.3944072894371018,0.3844801517995993,0.4301376625247132,0.6070447930682148,0.5423187203966261,0.686884404868206,66,66,66,66,66,66,66,66,0,66,0,66,0,66,0,66
q_40_8_75_5,40,75,8,0.41256246852925227,0.38903471873159384,0.5617555353210868,0.49815767589218124,0.76362585603336,0.8261110704958872,0.8527964742569379,0.900036542139167,65,65,65,65,65,65,65,65,0,65,0,65,0,65,0,65
q_50_0_100_1,50,100,0,0.21642377519477998,0.22239828436069642,0.4459551867156999,0.5865176131761888,0.5380734872325993,0.6707239401685978,0.6523567651652439,0.6904072461601358,980,980,980,980,980,980,980,980,0,980,0,980,0,711,0,50
q_50_0_100_2,50,100,0,0.20073656577778792,0.20979001635593303,0.3670627919985592,0.6543972845193331,0.5735368602789972,0.729757733725887,0.7012706132735659,0.749750969054797,980,980,980,980,980,980,980,980,0,980,0,980,0,599,0,34
q_50_0_100_3,50,100,0,0.26310318712550174,0.271651521650788,0.46996931189349783,0.6666295599589892,0.6292556682062596,0.7347305894881521,0.7357890043457014,0.7571303371481835,980,980,980,980,980,980,980,980,0,980,0,980,0,303,0,0
q_50_0_100_4,50,100,0,0.15418041939560256,0.16019069170200442,0.3500200581203847,0.5733078230293855,0.4845320379290788,0.6520712470454827,0.6256058150085557,0.6670705820522659,980,980,980,980,980,980,980,980,0,980,0,980,0,980,0,63
q_50_0_100_5,50,100,0,0.25514552728333006,0.25692825849618617,0.4916802172270187,0.6297329488643766,0.6054681675981965,0.6889954294551983,0.6877191395527622,0.7086663429890883,980,980,980,980,980,980,980,980,0,980,0,980,0,304,0,0
q_50_0_25_1,50,25,0,0.1595114646217448,0.15949459205261157,0.24920430582747038,0.3385909693933876,0.3579771591291674,0.4567479639511854,0.397058734152647,0.5394385915448927,18,18,18,18,18,18,18,18,0,18,0,18,0,18,0,18
q_50_0_25_2,50,25,0,0.13001187957815302,0.2580180483024049,0.28063810117322896,0.5063660663769496,0.41297545344288605,0.6496914844628946,0.5186202884796873,0.7446135939541957,18,18,18,18,18,18,18,18,0,18,0,18,0,18,0,18
q_50_0_25_3,50,25,0,0.15450810928834874,0.18026823809377204,0.19090073207827052,0.4307141506376004,0.3056646857802018,0.6075473393102004,0.45184486561487225,0.6646889021235756,17,17,17,17,17,17,17,17,0,17,0,17,0,17,0,17
q_50_0_25_4,50,25,0,0.06712464829591257,0.19046412639798044,0.1696607187178482,0.37481323491943824,0.2689890353139399,0.4728701896919299,0.3679133623391526,0.5563711293591752,15,15,15,15,15,15,15,15,0,15,0,15,0,15,0,15
q_50_0_25_5,50,25,0,0.13867335464404898,0.16252550859071394,0.20206415722293564,0.4337022054310475,0.2909415349697097,0.5828214533586211,0.39896610744793176,0.6505422230142299,16,16,16,16,16,16,16,16,0,16,0,16,0,16,0,16
q_50_0_50_1,50,50,0,0.1807642678042123,0.18313635552658913,0.3998003177309929,0.5695681293785622,0.6031251217860584,0.7452124681510855,0.712437254768194,0.8143831487001201,130,130,130,130,130,130,130,130,0,130,0,130,0,130,0,130
q_50_0_50_2,50,50,0,0.09050941904155073,0.11059006437493689,0.27335196943438356,0.47617307386702096,0.4164415334698412,0.6026836920956228,0.529563122063911,0.6702404955722846,133,133,133,133,133,133,133,133,0,133,0,133,0,133,0,133
q_50_0_50_3,50,50,0,0.11970958408907828,0.1330589038167239,0.31665055850141577,0.5314086051023238,0.4768112300488683,0.6938493840819805,0.5965634951748067,0.7532270641045224,128,128,128,128,128,128,128,128,0,128,0,128,0,128,0,128
q_50_0_50_4,50,50,0,0.1035431745680225,0.0941145187082488,0.25470338282326305,0.4695330442998184,0.42987146679938737,0.6300323934301821,0.5600628889198133,0.6938476906346227,137,137,137,137,137,137,137,137,0,137,0,137,0,137,0,137
q_50_0_50_5,50,50,0,0.11155079028863685,0.30253552460309235,0.280685315389524,0.5601181915379204,0.4559353549181342,0.6826445648300355,0.5997339600823366,0.746376505803393,125,125,125,125,125,125,125,125,0,125,0,125,0,125,0,125
q_50_0_75_1,50,75,0,0.13577267229377973,0.15834950587037686,0.1615036334336406,0.4895551806034249,0.2898277304609671,0.6687950875663685,0.42638649731990863,0.7340808007448218,124,124,124,124,124,124,124,124,0,124,0,124,0,124,0,124
q_50_0_75_2,50,75,0,0.1883466684782242,0.22171133647175925,0.31187553945587315,0.3629991685362691,0.4226354349133674,0.5919721316354166,0.5484942796897982,0.6774310654770538,126,126,126,126,126,126,126,126,0,126,0,126,0,126,0,126
q_50_0_75_3,50,75,0,0.19964921746560008,0.22129975853192538,0.2834286544413723,0.5524980375816902,0.44354965910880423,0.6793613883487465,0.5775824532095447,0.731400772883895,126,126,126,126,126,126,126,126,0,126,0,126,0,126,0,126
q_50_0_75_4,50,75,0,0.19660683286656921,0.1998294910587516,0.28610770302927746,0.27895698461006274,0.5143557201302043,0.6623825218971415,0.658820326742799,0.7576174015164147,123,123,123,123,123,123,123,123,0,123,0,123,0,123,0,123
q_50_0_75_5,50,75,0,0.14946355168940692,0.1812605054837626,0.20451062102348347,0.4949443565103212,0.34208356354086444,0.6253042855222444,0.45124180326148255,0.6946082638932795,127,127,127,127,127,127,127,127,0,127,0,127,0,127,0,127
q_50_10_100_1,50,100,10,0.2196924593344091,0.22575720250227463,0.4411007520931853,0.5953758858778686,0.549270287300606,0.6808539949803939,0.6622192209219817,0.7008345812039776,980,980,980,980,980,980,980,980,0,980,0,980,0,711,0,50
q_50_10_100_2,50,100,10,0.21681743001214646,0.2379587033415597,0.39180264147945054,0.6329687635492052,0.5689425158111729,0.6998871355854966,0.6794967680121173,0.7229909540752539,980,980,980,980,980,980,980,980,0,980,0,980,0,426,0,0
q_50_10_100_3,50,100,10,0.28529473144204376,0.27323220569980444,0.5246349295452717,0.6802304741811388,0.6736919817739404,0.7451908387730164,0.7388142364532237,0.7672136570324671,980,980,980,980,980,980,980,980,0,980,0,980,0,479,0,0
q_50_10_100_4,50,100,10,0.2344707465574514,0.23253056940342526,0.4250668395080379,0.5563096851269603,0.5153336304020181,0.6263174341740645,0.6078236728014604,0.6451872694592974,980,980,980,980,980,980,980,980,0,980,0,980,0,388,0,0
q_50_10_100_5,50,100,10,0.22033563978341708,0.2227747228616569,0.5124691348686248,0.6789426042450406,0.6862270238714111,0.7556675548234375,0.7634154130803935,0.7794732078168177,980,980,980,980,980,980,980,980,0,980,0,980,0,611,0,136
q_50_10_25_1,50,25,10,0.14989439534610732,0.1862926976426942,0.23555137012614813,0.37803992222394084,0.35620699509423204,0.5109006579172564,0.45478749566567483,0.6044736384732271,18,18,18,18,18,18,18,18,0,18,0,18,0,18,0,18
q_50_10_25_2,50,25,10,0.0845170032518323,0.14570850415677652,0.17957326904900148,0.20734072942505793,0.2216835368638662,0.3018303716706225,0.27059452913409426,0.39464468753475723,15,15,15,15,15,15,15,15,0,15,0,15,0,15,0,15
q_50_10_25_3,50,25,10,0.12366037244980174,0.20392712749735953,0.2127793995864715,0.32897186227377445,0.3251392827986401,0.4749765883530423,0.39265455101195307,0.5726885130172024,15,15,15,15,15,15,15,15,0,15,0,15,0,15,0,15
q_50_10_25_4,50,25,10,0.0,5.214035852211339e-15,1.3035089630528347e-15,5.214035852211339e-15,0.0,5.214035852211339e-15,0.0,5.214035852211339e-15,16,0,16,0,16,0,16,0,0,0,0,0,0,0,0,0
q_50_10_25_5,50,25,10,0.08135080058607086,0.13799031100392337,0.18080386678875052,0.32773579438889566,0.21696151040020278,0.43108965629986407,0.33758763357074645,0.5217472520211812,15,15,15,15,15,15,15,15,0,15,0,15,0,15,0,15
q_50_10_50_1,50,50,10,0.16459975436238572,0.17787878602207574,0.24222928626876905,0.4577379753043426,0.38484790712997224,0.596789363858109,0.5135182354201043,0.6672432333840215,130,130,130,130,130,130,130,130,0,130,0,130,0,130,0,130
q_50_10_50_2,50,50,10,0.15758048413381126,0.1285695320831353,0.19103971273858986,0.4592949580740309,0.34581503840652844,0.5944137146649173,0.4643920129091742,0.656818397751752,129,129,129,129,129,129,129,129,0,129,0,129,0,129,0,129
q_50_10_50_3,50,50,10,0.19509503713188348,0.18005652540728667,0.35147411246304533,0.4736377488472392,0.5109849213359472,0.6686639067239263,0.6419312799029068,0.7435041240714836,128,128,128,128,128,128,128,128,0,128,0,128,0,128,0,128
q_50_10_50_4,50,50,10,0.17549006632976974,0.1456668607942679,0.23154273330747896,0.4242915537890991,0.39163094640185814,0.5869203000686966,0.5063548188294745,0.6655361531093617,132,132,132,132,132,132,132,132,0,132,0,132,0,132,0,132
q_50_10_50_5,50,50,10,0.16574368342759221,0.15027646479826018,0.3380127635113769,0.5348457387280027,0.5070773871281901,0.6652410674933221,0.6314213669758381,0.7242653367532188,133,133,133,133,133,133,133,133,0,133,0,133,0,133,0,133
q_50_10_75_1,50,75,10,0.18204702801068928,0.1700153876889683,0.24751563827627612,0.47417595479941044,0.3783425361278873,0.6579681502750516,0.526266783755835,0.7281544060802237,124,124,124,124,124,124,124,124,0,124,0,124,0,124,0,124
q_50_10_75_2,50,75,10,0.22052222552172634,0.1884659215951417,0.2940527207816819,0.34294116450512546,0.407653702281525,0.5657864620106947,0.5233498976931344,0.6422665860182435,128,128,128,128,128,128,128,128,0,128,0,128,0,128,0,128
q_50_10_75_3,50,75,10,0.2526230840893012,0.22356944383094082,0.32989958421109605,0.41571397725037956,0.48970991132008446,0.6655034743796523,0.6456035223879237,0.7561264023072312,126,126,126,126,126,126,126,126,0,126,0,126,0,126,0,126
q_50_10_75_4,50,75,10,0.19764361677177536,0.22291555766157223,0.2828172460130527,0.45331089307765615,0.41363749706443553,0.6203154971724427,0.5426492313149106,0.6955687389652151,128,128,128,128,128,128,128,128,0,128,0,128,0,128,0,128
q_50_10_75_5,50,75,10,0.2136485892827417,0.18044828609664412,0.27725524960677056,0.42602152484047195,0.3810199570498271,0.5757962651641412,0.4902695170397519,0.6363103692542464,125,125,125,125,125,125,125,125,0,125,0,125,0,125,0,125
q_50_25_100_1,50,100,25,0.2146269241470742,0.22055183015342775,0.39220126990221454,0.5816480706003562,0.531162771961287,0.6651552774210399,0.637121231661835,0.684675163432675,980,980,980,980,980,980,980,980,0,980,0,980,0,711,0,50
q_50_25_100_2,50,100,25,0.12234229950783893,0.1517719482134564,0.3274006253812747,0.5976666563899639,0.5324900601595277,0.6732906258304228,0.6554986586040116,0.6966367639176154,980,980,980,980,980,980,980,980,0,980,0,980,0,849,0,56
q_50_25_100_3,50,100,25,0.21569087714757382,0.23249295595266847,0.24019399946129577,0.6339391182246334,0.4284478126690748,0.6963050919492624,0.5742350469326067,0.7183392744635211,980,980,980,980,980,980,980,980,0,980,0,980,0,319,0,0
q_50_25_100_4,50,100,25,0.2169135122059417,0.22316627067554165,0.4959210920204177,0.6474032366482791,0.6297257322912354,0.7215951951045315,0.7178664195117256,0.7449305387521603,980,980,980,980,980,980,980,980,0,980,0,980,0,628,0,42
q_50_25_100_5,50,100,25,0.1600728671924133,0.16953695371727742,0.37489395242486273,0.5643426221134024,0.49498759581619795,0.6363932571568569,0.607959620497439,0.652917106844384,980,980,980,980,980,980,980,980,0,980,0,980,0,851,0,26
q_50_25_25_1,50,25,25,0.11670735862343792,0.18404500827436018,0.25455637994237407,0.27892423987573395,0.3231289784265138,0.4335946560383732,0.35144987802263805,0.5525901186009958,18,18,18,18,18,18,18,18,0,18,0,18,0,18,0,18
q_50_25_25_2,50,25,25,0.0782545263777078,0.14302661881952802,0.15559824469013334,0.2691220290796614,0.23498155497989076,0.3909659251112262,0.32373341464853067,0.5002032030412179,17,17,17,17,17,17,17,17,0,17,0,17,0,17,0,17
q_50_25_25_3,50,25,25,0.06849666686011599,0.12889129155912862,0.12580645274746882,0.1921579422039602,0.2237861904104471,0.30030483061811447,0.2635631641289617,0.392773659381818,17,17,17,17,17,17,17,17,0,17,0,17,0,17,0,17
q_50_25_25_4,50,25,25,0.1609247752223407,0.11898536831633971,0.24423849394890942,0.3437435603529678,0.35188884833100825,0.4888320233931376,0.48842717745800457,0.5956848183138229,17,17,17,17,17,17,17,17,0,17,0,17,0,17,0,17
q_50_25_25_5,50,25,25,0.07615509054897553,0.12083604427626113,0.1700779510712017,0.2074838299571693,0.2811923860486319,0.3298913921715444,0.31267692079885123,0.4565470523389153,15,15,15,15,15,15,15,15,0,15,0,15,0,15,0,15
q_50_25_50_1,50,50,25,0.1591346931935723,0.18109955045723225,0.2507918598518569,0.49647239127675435,0.41140173399511637,0.6155081850423196,0.52601699765632,0.6622491624441909,128,128,128,128,128,128,128,128,0,128,0,128,0,128,0,128
q_50_25_50_2,50,50,25,0.16745009244231485,0.16619630542739988,0.2440887375456951,0.458319750014507,0.37211957063709433,0.6034329194468304,0.5051130617215223,0.6637617874986496,130,130,130,130,130,130,130,130,0,130,0,130,0,130,0,130
q_50_25_50_3,50,50,25,0.12851808608115844,0.19661971284466068,0.21497922481516474,0.4401873723367031,0.25608482489468554,0.6040475774676913,0.39881212694943025,0.6796892689419168,131,131,131,131,131,131,131,131,0,131,0,131,0,131,0,131
q_50_25_50_4,50,50,25,0.14850736664226083,0.24135502492930233,0.26691951914466394,0.5426474164488706,0.47137494565296534,0.6591707129706664,0.6001793668066319,0.7133376344539462,129,129,129,129,129,129,129,129,0,129,0,129,0,129,0,129
q_50_25_50_5,50,50,25,0.1931880340682828,0.16043916951511158,0.2711526530721454,0.4151912343054147,0.42272404011849,0.5770864436581941,0.5364470094612814,0.6530922819099558,121,121,121,121,121,121,121,121,0,121,0,121,0,121,0,121
q_50_25_75_1,50,75,25,0.18029158565133013,0.166963727662793,0.1995659913421431,0.4857234134564631,0.37691378194702607,0.6696278239232838,0.5372792877246315,0.7320538617292254,124,124,124,124,124,124,124,124,0,124,0,124,0,124,0,124
q_50_25_75_2,50,75,25,0.3109018855856076,0.2362266353066046,0.37906352932145754,0.5750203834927944,0.5800759944088204,0.7462186450683431,0.6961336683963841,0.7979325383320204,124,124,124,124,124,124,124,124,0,124,0,124,0,124,0,124
q_50_25_75_3,50,75,25,0.2516978450270702,0.21337934827262392,0.3299367833488002,0.5051492873053962,0.5029311612246072,0.65619406214987,0.6182155990253309,0.7269538942766417,124,124,124,124,124,124,124,124,0,124,0,124,0,124,0,123
q_50_25_75_4,50,75,25,0.22350346737462515,0.21772354140929803,0.31091556397345566,0.4495751222240669,0.4650462225906057,0.6510537722115841,0.6368888835952297,0.7336508122968631,125,125,125,125,125,125,125,125,0,125,0,125,0,125,0,125
q_50_25_75_5,50,75,25,0.16688892402147124,0.16876573779502158,0.23934607984600043,0.39282352194186937,0.3337816295728863,0.5429662137658973,0.45664577374159915,0.6108278938252228,128,128,128,128,128,128,128,128,0,128,0,128,0,128,0,128
q_50_50_100_1,50,100,50,0.20191758403560386,0.21711499233839016,0.3495212597690887,0.5841268272843414,0.5120158640563379,0.6597116361836812,0.640798145437078,0.6765218216722939,980,980,980,980,980,980,980,980,0,980,0,980,0,507,0,0
q_50_50_100_2,50,100,50,0.2146017955859077,0.235815916344484,0.4468325154090792,0.6514480708629768,0.6464695562548495,0.7231087650280665,0.7260817025868405,0.7452712411106592,980,980,980,980,980,980,980,980,0,980,0,980,0,573,0,52
q_50_50_100_3,50,100,50,0.23255665861321867,0.2325645947128032,0.4833045165502561,0.6636063648833931,0.6567279411314099,0.7344455152067596,0.7414210886472606,0.758623227784033,980,980,980,980,980,980,980,980,0,980,0,980,0,494,0,62
q_50_50_100_4,50,100,50,0.17552401824588376,0.17459320099075407,0.39830065282484894,0.5794284776116011,0.530874137112713,0.6545080790979145,0.6361002336441908,0.6716810744542083,980,980,980,980,980,980,980,980,0,980,0,980,0,876,0,48
q_50_50_100_5,50,100,50,0.23144684466298868,0.24379204843120275,0.256664378270626,0.630326829552318,0.4581295657501197,0.7100752179028946,0.5915079950640759,0.7322769387020436,980,980,980,980,980,980,980,980,0,980,0,980,0,618,0,40
q_50_50_25_1,50,25,50,0.11789753807539306,0.18740460006334148,0.25599182946293214,0.2821857356980773,0.3547983407080672,0.45170737613619966,0.3691332498432515,0.5666063006862828,18,18,18,18,18,18,18,18,0,18,0,18,0,18,0,18
q_50_50_25_2,50,25,50,0.08950372576997746,0.11672217485686964,0.19862137586731116,0.20591872188851235,0.23788230981078454,0.3032148015585153,0.27566464930041484,0.36629555240659906,16,16,16,16,16,16,16,16,0,16,0,16,0,16,0,16
q_50_50_25_3,50,25,50,0.16414393149698908,0.1443933096258396,0.2469655968572756,0.3257709351468852,0.33929096237036277,0.5045613200857865,0.4106026901835624,0.5893636641737846,17,17,17,17,17,17,17,17,0,17,0,17,0,17,0,17
q_50_50_25_4,50,25,50,0.09819311054717739,0.1678606748345441,0.2062035268400281,0.2832822106770993,0.2714728763246633,0.4021810517700408,0.34366729046141775,0.4829032312688457,15,15,15,15,15,15,15,15,0,15,0,15,0,15,0,15
q_50_50_25_5,50,25,50,0.14736586859988354,0.3191766165405084,0.3384945997205913,0.4918867251025674,0.4492444356982752,0.6224210195094876,0.5541700198147929,0.6353170686889065,16,16,16,16,16,16,16,16,0,16,0,16,0,16,0,16
q_50_50_50_1,50,50,50,0.1685292368122322,0.20562388391832034,0.2840103903416172,0.545818464028044,0.4653577019004607,0.6719030103348574,0.5976813673813518,0.7330728583347033,126,126,126,126,126,126,126,126,0,126,0,126,0,126,0,126
q_50_50_50_2,50,50,50,0.17755010103441793,0.17437847533425835,0.23378282472238865,0.48842828700713764,0.33169231454380177,0.6300472898588036,0.5062919341585981,0.702745219399049,128,128,128,128,128,128,128,128,0,128,0,128,0,128,0,128
q_50_50_50_3,50,50,50,0.1431367127286321,0.188055089517648,0.21145009077170648,0.45505570242411136,0.31100304168000625,0.5214010926187163,0.4473092507522029,0.55337325594117,130,130,130,130,130,130,130,130,0,130,0,130,0,130,0,130
q_50_50_50_4,50,50,50,0.1288368027983055,0.13712776508683275,0.2146001650696534,0.41317228127678773,0.2832553931424974,0.5620969677954049,0.41219867527542814,0.6326474175131339,129,129,129,129,129,129,129,129,0,129,0,129,0,129,0,129
q_50_50_50_5,50,50,50,0.16259988366145853,0.18284644622004928,0.21078376235432073,0.4575307936649485,0.3396470721158495,0.6026662545734807,0.48678550647991403,0.6690070369907016,128,128,128,128,128,128,128,128,0,128,0,128,0,128,0,128
q_50_50_75_1,50,75,50,0.1587677091896555,0.15568381341067755,0.22099486680993083,0.4497005392133121,0.3253850451866584,0.6195156503865581,0.4662454285729833,0.6804011602190182,124,124,124,124,124,124,124,124,0,124,0,124,0,124,0,124
q_50_50_75_2,50,75,50,0.16408707622320867,0.11375925089361451,0.21482221793907771,0.3441450913932994,0.32795906514735185,0.5025951747617649,0.45945608271761906,0.5651607249509278,126,126,126,126,126,126,126,126,0,126,0,126,0,126,0,126
q_50_50_75_3,50,75,50,0.18763198402056067,0.17036083475475922,0.25140144548788074,0.39470622246088954,0.38832537287938695,0.5311706757159108,0.4748447653081898,0.5913958499197699,130,130,130,130,130,130,130,130,0,130,0,130,0,130,0,130
q_50_50_75_4,50,75,50,0.22119105941388384,0.21841925359984277,0.2915973282573169,0.2976925798809017,0.3938817581227029,0.524221410430193,0.5112932413353408,0.6162092126297984,121,121,121,121,121,121,121,121,0,121,0,121,0,121,0,121
q_50_50_75_5,50,75,50,0.21575533411834086,0.19236113224012058,0.2778533481651714,0.4036000021559218,0.3314094573867551,0.6384143602442004,0.4844554047721806,0.7100405965807302,130,130,130,130,130,130,130,130,0,130,0,130,0,130,0,130
