M+S^E_3 with selection size 0.1 comparison in terms of gap closed - total times at cut rounds - separation times at cut rounds and nb of sdp cuts added at cut rounds between opt - feas - comb - dense - rand
,,,,gap_closed_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,time_cut_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,sep_time_cut_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,nb_sdp_cuts_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
filename,size,density,nb_subproblems,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand
spar040-100-3,40,100,9251,0.33851317334705494,0.18810287545701562,0.33851317334705494,0.5044307380067634,0.3614755446660503,0.6499307404431919,0.5167328980115837,0.6499307404431919,0.7112615485600066,0.5483973515399332,0.7074733950534223,0.6875220354234797,0.7058663661612014,0.8042633381243817,0.6218053572024681,0.7167498881878412,0.714575618986475,0.7187189043499598,0.8411542842880372,0.6618493445980147,0.32837147800046296,0.32855684900005144,0.35472845699950994,0.14448398800004725,0.1827802489999158,0.8088375020001877,0.6801434929998322,0.8140799179996066,0.26358034599979874,0.37513046060021227,0.9624146219998693,1.196106162000433,1.1680213690001437,0.3516729879997911,0.46490087920001316,0.8748586570000043,1.2679846520004503,1.1609691989997373,0.38009187899979224,0.456921407399841,0.19856003300037628,0.27718996299972787,0.22500728599970898,0.013236949000202003,0.0648691421998592,0.23405627800002549,0.27593077199981053,0.22525089700002354,0.01226995299975897,0.06761198940002941,0.2052055230001315,0.28565007700035494,0.41140058000019053,0.01189952999993693,0.05393340519995036,0.19334629900004074,0.2758349810001164,0.28117838499974823,0.011163737000060792,0.04603664659998685,925,925,925,19,869.2,925,925,925,19,761.8,892,925,925,18,503.2,651,925,925,17,338.8
spar050-030-1,50,30,467,0.3340714383401967,0.27484244854037443,0.3340714383401967,-0.0,0.21687625453425843,0.7081178654772616,0.56071302187884,0.7081178654772616,-0.0,0.3851180835712776,0.830863982124454,0.724128237909393,0.830863982124454,-0.0,0.5186485763408106,0.8966809595119096,0.8382656788906567,0.9041251078901054,-0.0,0.6188060413814573,0.01680691499996101,0.020215050999922823,0.01849382600039462,0.056496387999686704,0.007263735000015004,0.018245344000206387,0.019923175000258198,0.01991888500015193,0.10243265700000848,0.007077946399931534,0.018413591000353335,0.0213222920001499,0.019872604999818577,0.20345132399961585,0.007092731400007324,0.017321744000128092,0.023208703999898717,0.019381531000362884,0.27223326599960274,0.009085155200045847,0.010296809000010398,0.013768028999948001,0.011610069000198564,0.03384168899992801,0.0032033276000220214,0.01019646200029456,0.01386817799993878,0.01170737199981886,0.02320577399996182,0.002935325399903377,0.010110136000093917,0.01399410700014414,0.011332562999996298,0.023335115000008955,0.003009193999969284,0.00988305600003514,0.013798765000046842,0.01150299700020696,0.023284352999780822,0.003164507799920102,46,46,46,21,32.0,46,46,46,24,28.6,46,46,46,24,30.8,41,46,46,24,33.4
spar050-030-2,50,30,514,0.42265670979498204,0.2071262167111025,0.42265670979498204,-0.0,0.17753432386983192,0.6249077946594906,0.3730469180956977,0.6249077946594906,-0.0,0.2883325359433312,0.6807292209321141,0.5876363811387698,0.6838265172111675,-0.0,0.3817292059511936,0.7141971807428332,0.6659328425245719,0.7236255823892838,-0.0,0.447770425888271,0.021244430000024295,0.022016001000338292,0.022253670999816677,0.043860964000032254,0.007829107599900454,0.0192520250002417,0.020392853999965155,0.020805204000225785,0.09079308600030345,0.0072522133999882495,0.01968026399936207,0.02211271099986334,0.021140751000075397,0.1539416999999048,0.008109401400179194,0.016666322000219225,0.02469995999990715,0.03163569199978156,0.22789293799996813,0.00791929020006137,0.011586650000026566,0.01557075300024735,0.01240269400022953,0.02006016899986207,0.003411443599998165,0.01114180700005818,0.015352892000009888,0.01244858900008694,0.023851861999901303,0.0031896755999696325,0.011175763999744959,0.01514063000013266,0.012749867000366066,0.022851843999887933,0.0033066922002035425,0.011018802999842592,0.01576471499993204,0.022367910999946616,0.0228707870001017,0.003176871000050596,51,51,51,20,32.2,51,51,51,25,31.2,48,51,51,24,33.4,37,51,51,24,30.4
spar050-030-3,50,30,479,0.3797127007036139,0.11496311321986126,0.3797127007036139,-0.0,0.1558550556481071,0.5784016462697705,0.3014356864370252,0.5784016462697705,-0.0,0.2726415340650863,0.6875846207150443,0.4889006389375148,0.6875846207150443,-0.0,0.3614326525239186,0.7294367674432968,0.595097841046373,0.7305031053462834,-0.0,0.4501157009449846,0.01854357499996695,0.018331760999899416,0.019134377999762364,0.05745894899973791,0.0064285553998161046,0.01796327999954883,0.018198998000116262,0.018662237000171444,0.10678821200008315,0.006588524000017059,0.01899836700022206,0.020025785000143514,0.020249246999810566,0.18153280400019867,0.006877968799926748,0.01712810900016848,0.021695667000585672,0.01906981000001906,0.27133422699944276,0.008577175999926112,0.01076085599970611,0.014485255000181496,0.011465573999885237,0.021053093999853445,0.0030305761999443346,0.01052460599976257,0.014025902999946993,0.011376512999959232,0.023750285000005533,0.002977041600024677,0.010346960999868315,0.014019729000210646,0.011561343999801466,0.02291339900011735,0.0030425092000768927,0.010089761000017461,0.014029172000391554,0.011677245000100811,0.02306759199973385,0.003138571799991041,47,47,47,21,27.6,47,47,47,25,29.4,47,47,47,24,30.6,41,47,47,24,34.0
spar050-040-1,50,40,1078,0.28597192346890804,0.22172846251635284,0.28597192346890804,-0.0,0.2383352299447321,0.6488081498070797,0.4180220589750874,0.6488081498070797,-0.0,0.39476679527217573,0.7507170631964406,0.6171988511856984,0.7507170631964406,0.004168001819591324,0.5119300785615639,0.7959975168343638,0.7030855651647003,0.797163171837641,0.16140926056146165,0.5901425088721725,0.038092116999905556,0.04214195100030338,0.04095485900006679,0.04889071399975364,0.019006224200074938,0.05817509999997128,0.04683851899972069,0.061099400999864883,0.12383558599958633,0.018647529400095664,0.05630128299981152,0.05620412500002203,0.058840887999849656,0.4279006099995968,0.02302695499993206,0.05295122799998353,0.05949508499998046,0.07571066999980758,0.4753738440003872,0.026490515800014693,0.02336229699994874,0.03212024100002964,0.026045471000088583,0.021819829999913054,0.007581578000008448,0.02378385200017874,0.0345105279998279,0.026217104999886942,0.024075388999790448,0.00692047040010948,0.023868221000157064,0.032535033999920415,0.02626537299966003,0.02340538699991157,0.007136582600014663,0.023416237000219553,0.03256092099991292,0.04606540499980838,0.024481603000367613,0.00718376860004355,107,107,107,22,92.4,107,107,107,25,76.0,107,107,107,24,82.0,100,107,107,25,82.2
spar050-040-2,50,40,1310,0.2646283344694425,0.15940017174235985,0.2646283344694425,-0.0,0.22770963528700847,0.6717592525979545,0.4375731069357535,0.6717592525979545,-0.0,0.39545808091911705,0.765989083988274,0.6078561874827273,0.7682935073636636,0.0008580701849372022,0.5051063460480615,0.7998460252213481,0.7470439344114224,0.8060994971567926,0.10334554920372695,0.5818136452229746,0.046829708999666764,0.04995636400008152,0.04925254599993423,0.05591698899979747,0.021047805000125663,0.06626015600022583,0.06010366500004238,0.06978900200010685,0.13017564299980222,0.02228968299996268,0.06616109000015058,0.0662071649999234,0.07188398400012375,0.32584661400005643,0.026040778400147246,0.06543661200021234,0.07639113000004727,0.09928708300003564,0.4818492059998789,0.029873499599943898,0.028203764999943814,0.04124371699981566,0.03109817699987616,0.02210792500000025,0.008906326200121838,0.028515357000287622,0.04104635900011999,0.031702917000075104,0.02289544699988255,0.008017013000062434,0.029555343000083667,0.03921337299971128,0.03244618600001559,0.02301982600010888,0.008488341800057243,0.02816715100016154,0.0386282949998531,0.058859188000042195,0.02316664199997831,0.008296000200061826,131,131,131,22,107.2,131,131,131,24,86.8,123,131,131,24,95.0,126,131,131,24,94.4
spar050-040-3,50,40,1186,0.3054379770646885,0.20606634450949066,0.3054379770646885,-0.0,0.24160895967977103,0.6763972070959859,0.42720255278464525,0.6763972070959859,-0.0,0.41194231100748274,0.8012909637889581,0.6737008632729364,0.8024800105935355,0.003858227510588636,0.5491716055679007,0.8423526123105981,0.764348065725691,0.847984617379821,0.13004274934327764,0.6278110537303726,0.04356819500026177,0.046624932999748125,0.046696018999682565,0.054780753000159166,0.020265303000087442,0.05716187500001979,0.04990166400011731,0.06107137100025284,0.13469953999992867,0.019913640600043435,0.05722076800020659,0.062086352000278566,0.06281542499982606,0.34390188199995464,0.02778564219988766,0.0534590669994941,0.06767725199961205,0.06303466100007427,0.47507713999948464,0.030597499999930732,0.025663673000053677,0.03593710499990266,0.02861209799993958,0.02233425900021757,0.008194387999992614,0.025646558000062214,0.037012983999829885,0.02908705000027112,0.023911037999823748,0.007545221199961816,0.025407690000065486,0.03525918300010744,0.028987286999836215,0.023842496999805007,0.007801390800068475,0.02502539599981901,0.03702606399974684,0.029392591000032553,0.02387488599970311,0.008145402599984664,118,118,118,22,94.8,118,118,118,25,79.6,114,118,118,25,86.2,104,118,118,25,90.0
spar050-050-1,50,50,2400,0.22131552920380126,0.16392699007006087,0.22131552920380126,-0.0,0.1740367772789223,0.5546234023282646,0.3899436671057927,0.5546234023282646,-0.0,0.31794484597336736,0.6571923284514074,0.5531515309873728,0.6573403462045371,0.11263381457787998,0.41852877080477163,0.6943202069521152,0.6646060542479941,0.695510244075206,0.23089316116753048,0.49490303961317345,0.08622308599979078,0.09630387600054746,0.09244451399990794,0.0692125370001122,0.0364539422001144,0.14343683599963697,0.11938922199988156,0.17072214599966173,0.1502293869998539,0.04390210619994832,0.18424165699934747,0.1765600989997438,0.19060821900029623,0.4707860899998195,0.06475290900007166,0.17961874599996008,0.24017368400018313,0.22575470400033737,0.5116872339995098,0.0918315551998603,0.05157788499991511,0.07067273000029672,0.05785929900002884,0.023411054000007425,0.015107150199946772,0.0524669989999893,0.07717391000005591,0.08049017499979527,0.02423327699989386,0.014821768599995266,0.053202503999727924,0.07184631400014041,0.059436960000311956,0.024722671999825252,0.015757460800068658,0.05398315699994782,0.07270477600013692,0.10388246100001197,0.0240519719995973,0.016475607799930004,240,240,240,23,171.8,240,240,240,25,162.4,238,240,240,26,188.8,231,240,240,25,204.2
spar050-050-2,50,50,2323,0.25585320149051993,0.1728176528145819,0.25585320149051993,-0.0,0.208871008748486,0.6324913621256456,0.4297886893402316,0.6324913621256456,0.00046587385742825335,0.37499328617694183,0.7382910284491155,0.6041462508727113,0.7394700467415175,0.12287190908815937,0.5016731224838672,0.7700637285338341,0.7220066698808301,0.7734871216389128,0.26513814783074713,0.5749904046000556,0.08159576800017021,0.09117727099965123,0.08791202399970643,0.06061368699965897,0.037332268599948294,0.13580651799975385,0.10771155600014026,0.13477745199998026,0.19756251699982386,0.0431985006001014,0.1489478630001031,0.1349945930001013,0.14871952599969518,0.37315122199970574,0.0582272794000346,0.1316554430004544,0.16759020099971167,0.1876015620000544,0.49953965799977595,0.06851568960009899,0.050496984000346856,0.07427448699991146,0.056954577999931644,0.022302088999822445,0.01568773239987422,0.0546583999998802,0.07113155100023505,0.0562242089999927,0.02196082699992985,0.014669774400044844,0.05289647200015679,0.07264962199997171,0.05762310999989495,0.023861251999733213,0.015460147399971902,0.05177759400021387,0.06965590499976315,0.1005596360000709,0.022507067999868013,0.01500366620002751,232,232,232,22,182.0,232,232,232,23,151.2,218,232,232,25,169.4,210,232,232,23,159.4
spar050-050-3,50,50,2548,0.29736667410928336,0.2620399446857729,0.29736667410928336,-0.0,0.2586766642513728,0.6631397476672336,0.5291074732547811,0.6631397476672336,0.038889474454734035,0.4294781118111827,0.7577891039169431,0.6556097912427064,0.7597721262482505,0.22443750627130987,0.5501316898360343,0.7891220389839739,0.754764833974795,0.7863631538127722,0.3665351641158889,0.6163975656372043,0.08914301800041358,0.1068994490001387,0.0950784379997458,0.06804828199983604,0.04627114860013535,0.1718217740003638,0.1354788879998523,0.1589137370001481,0.22726760100022148,0.05253053219985304,0.17527919500025746,0.17834968399984064,0.18672804699963308,0.4761370170003829,0.07966200120008579,0.17317907799997556,0.22149435700021058,0.2141052949996265,0.5262833670003602,0.08748547540017171,0.05469708000009632,0.07890313999996579,0.0608527019999201,0.023687534000146115,0.017595461000109936,0.07549034500016205,0.08074232599983588,0.06181515500020396,0.022997470000063913,0.01582976299987422,0.057274278000022605,0.07635885099989537,0.062250783999843406,0.024102184000184934,0.016798948200084853,0.057245009999860486,0.07626105300005293,0.11138736899965807,0.023865263000061532,0.016248502600046778,254,254,254,24,226.2,254,254,254,24,176.0,237,254,254,25,200.0,239,254,254,25,182.4
spar060-020-1,60,20,275,0.3433451853177842,0.10635029128679839,0.3433451853177842,-0.0,0.12445400712033018,0.5751474392763841,0.3358415756902972,0.5751474392763841,-0.0,0.22658503192102553,0.6968600103563725,0.4969142137299629,0.6968600103563725,-0.0,0.30201239000604857,0.747248004447718,0.6195019006993642,0.7509004566045897,-0.0,0.3919467317269724,0.011894247999862273,0.010754615000223566,0.012378549999993993,0.0655221319998418,0.004708761199799483,0.011318259999825386,0.012378344000353536,0.011828114000309142,0.16260278899972036,0.004496654400099942,0.011154988999805937,0.012024773999655736,0.011733889000424824,0.2646725240001615,0.004426041400074609,0.011049098000057711,0.013265730999592051,0.011091902000316622,0.3746801670004061,0.004910146600104781,0.006483674999799405,0.008401723000133643,0.007037669000055757,0.0344970569999532,0.0019610551998994197,0.006295446999956766,0.00818366400017112,0.006905453999934252,0.03806770199980747,0.0019417654001699703,0.00634415300010005,0.00819958299962309,0.006942749000245385,0.03650963600011892,0.001873156600049697,0.0063757010002518655,0.008324826999796642,0.006894197000292479,0.0392752460002157,0.0019487728000058269,27,27,27,23,12.8,27,27,27,28,16.4,27,27,27,27,15.0,24,27,27,29,15.6
spar060-020-2,60,20,322,0.6301342212581323,0.2507122769797385,0.6301342212581323,-0.0,0.20025525728796537,0.7857990230206057,0.6738598884212181,0.7857990230206057,-0.0,0.3727839875452172,0.882617485269714,0.8141415032357525,0.882617485269714,-0.0,0.5142925665347228,0.9235688722741707,0.8966406027131792,0.9253817481052775,-0.0,0.6205224907931569,0.014861477999602357,0.013954877000287524,0.015548760999990918,0.06772774599994591,0.004785992400229588,0.01379087100031029,0.017062477000308718,0.014521450999836816,0.20967291500028296,0.004919800600055169,0.013126918000125443,0.01614161299994521,0.013768050000180665,0.3359365840005921,0.005935668199981592,0.012855272000251716,0.016320681999786757,0.014918041999862908,0.5313983490000282,0.005745810399912443,0.007559023999874626,0.010045943000022817,0.00818262600023445,0.032277078999868536,0.002271665600073902,0.007457914000042365,0.009860237000339112,0.00822699999980614,0.04280749800000194,0.002103881800030649,0.007306332000098337,0.010069429999930435,0.008065278000231046,0.0405871930001922,0.0021131632001015533,0.0071174640002027445,0.00995672699991701,0.008288806000109616,0.03921643600006064,0.002126964000035514,32,32,32,23,18.4,32,32,32,30,18.0,32,32,32,30,17.8,24,32,32,29,18.8
spar060-020-3,60,20,330,0.2686198527648938,0.15633309704008935,0.2686198527648938,-0.0,0.13745588532694794,0.5002388310138118,0.31887718831723016,0.5002388310138118,-0.0,0.20866866453230987,0.6126854697064211,0.4756472502874391,0.6126854697064211,-0.0,0.2914334574817695,0.6450877000828683,0.5861314606408929,0.6450877000828686,-0.0,0.3553622591612678,0.013767898999958561,0.014721257999553927,0.01439119299993763,0.07343934699974852,0.006168073000117147,0.012912181000046985,0.01433728899974085,0.014035736999630899,0.1649290879995533,0.004615952399944945,0.012821530999644892,0.014979218999997101,0.013309803000083775,0.3084585829997195,0.005541873999845848,0.012445916999695328,0.01632304299982934,0.012876237999535078,0.44805209899959664,0.005530921400168154,0.007528706999892165,0.009984775999782869,0.008248357999946165,0.03420671300000322,0.002394107200052531,0.007321908999983862,0.009810678999656375,0.008276149999801419,0.03741526599969802,0.0021867683999516885,0.007464053999683529,0.009906314000090788,0.0081430420000288,0.040009291999922425,0.002259729999877891,0.007522128999880806,0.009921628000029159,0.008073855999555235,0.03943813199975921,0.0022770868001316556,33,33,33,24,19.4,33,33,33,28,16.8,33,33,33,30,19.2,32,33,33,29,19.0
spar070-025-1,70,25,787,0.2797679075737446,0.1818833090578012,0.2797679075737446,-0.0,0.16633097907501945,0.519905727476779,0.25490611082256276,0.519905727476779,-0.0,0.27030220365979896,0.6500334060530224,0.4370094765517079,0.6500334060530224,-0.0,0.3586531218524102,0.6941525525866247,0.5438896181589383,0.6963005494040316,-0.0,0.4241417230266782,0.037177665999934106,0.034895189000053506,0.03856060099951719,0.15536534500006383,0.016706953999801044,0.036603047999960836,0.031023863999962487,0.0397698230003698,0.4067785779998303,0.015208943000016007,0.03743370100028187,0.03746543399984148,0.04004650000024412,0.7374812580001162,0.016765739199945527,0.033896602999902825,0.04305298100007349,0.03718630699995629,0.9791839829995297,0.017539802600003894,0.017422192000140058,0.02332124200029284,0.01874703999965277,0.06177028199999768,0.005795166599909862,0.01714106300005369,0.023425749999660184,0.019414545000017824,0.06424676000006002,0.005248347599990666,0.016814747000353236,0.023038661000100547,0.019179703000190784,0.06425961300010385,0.00523597459996381,0.01635110600000189,0.023764491000292765,0.019408956000006583,0.06612395799993465,0.005156729000009364,78,78,78,31,61.8,78,78,78,35,49.4,78,78,78,35,50.4,66,78,78,35,51.2
spar070-025-2,70,25,736,0.3205649716294625,0.1304533077412132,0.3205649716294625,-0.0,0.11102580224776709,0.5032387625435778,0.3129897938407105,0.5032387625435778,-0.0,0.2007461863442703,0.5936269104741471,0.4534012329786846,0.5936269104741471,-0.0,0.2719941278579206,0.6360924508909527,0.570623858206877,0.6369135208836627,-0.0,0.3428267743741217,0.035708766000425385,0.032282098999985465,0.03690407600015533,0.15207094700053858,0.012975180199828174,0.033839656000054674,0.0371394369999507,0.03533720000041285,0.3610127659999307,0.013004070399983903,0.03597054700003355,0.0332868939999571,0.037217369000245526,0.6244113809998453,0.01316186940020998,0.0352403370002321,0.04375547400013602,0.037072720999731246,0.9565993300002447,0.01625665020010274,0.01634283500015954,0.02184382599989476,0.017557365000357095,0.058934032000252046,0.004915919399809354,0.01656890599997496,0.022463543999947433,0.017768439000064973,0.06264774100009163,0.004645270800028811,0.016427303999989817,0.022029718999874603,0.017645159000039712,0.0627547260000938,0.004675270200186788,0.015913254000224697,0.0221549180000693,0.017821870999796374,0.06277767700021286,0.004774128999997629,73,73,73,29,49.6,73,73,73,33,43.8,73,73,73,34,46.2,70,73,73,34,48.8
spar070-025-3,70,25,915,0.3532171218597173,0.15179209944143846,0.3532171218597173,-0.0,0.16563547149689206,0.6215829113451778,0.38138909264529375,0.6215829113451778,-0.0,0.2701391094950422,0.6956021939612899,0.5690434295148276,0.6982846864510934,-0.0,0.3692413737610348,0.7401213873799276,0.6472144082718476,0.7491055758726738,-0.0,0.4610267379785046,0.042436871000518295,0.04087797400006821,0.04500452299953395,0.13749173999985942,0.017039978800221435,0.06248846099970251,0.044636230999913096,0.0648250280000866,0.3861617020002086,0.016040019399952143,0.04595491200052493,0.05314761099998577,0.050352282999938325,0.6256779249997635,0.019218456399903515,0.05202333900024314,0.061822555999697215,0.0571059939998122,0.9973440450003181,0.024606820800090645,0.019882890000189946,0.027459852999982104,0.02203681399987545,0.057085144000211585,0.005785438000202703,0.020342995999726554,0.02748306000012235,0.022641221999947447,0.06377809400009937,0.0055221141999936664,0.020342908000202442,0.027789173999735794,0.022582350999982737,0.06326216900015424,0.005752489999940736,0.019985521999842604,0.02892538300011438,0.023203060000014375,0.06188908400008586,0.005893892200128903,91,91,91,29,56.4,91,91,91,34,54.2,87,91,91,34,61.0,79,91,91,34,64.8
spar070-050-1,70,50,6608,0.2531391197987546,0.17981039909410004,0.2531391197987546,-0.0,0.2558240094180039,0.6481670240636681,0.4242549304619152,0.6481670240636681,-0.0,0.45963752061858726,0.7364991527499123,0.6241188394552103,0.7380723131847848,0.12922682088758675,0.5662544694318207,0.7619214622242777,0.7343441531673438,0.76476745915323,0.27154478073514826,0.6229828465266029,0.31008559499969124,0.29013650199976837,0.3293996379998134,0.19653596099988135,0.153361051399952,0.7781683530001828,0.4346924219998982,0.7852302969999982,0.7172813679999308,0.24740511380005045,0.9543404080000073,0.8441774140001144,1.0996800759994585,2.464744797000094,0.4126177483999527,0.9421828449999339,1.242159077999986,1.130107143999794,2.805898208999679,0.468248992000008,0.16296300199974212,0.20665389899977527,0.18189103999975487,0.05934950399978334,0.04352630519997547,0.14432359100010217,0.21072473999993235,0.16008909799984394,0.06602325699986977,0.04133453940003164,0.14415981499996633,0.20461053400003948,0.29598073599981944,0.0617179920000126,0.04423859899989111,0.14307519700014382,0.19997667799998453,0.2877477980000549,0.06075263699995048,0.03850802119986838,660,660,660,31,503.4,660,660,660,35,470.0,639,660,660,34,533.8,592,660,660,33,366.6
spar070-050-2,70,50,5287,0.294908313936773,0.17490473491463482,0.294908313936773,-0.0,0.24067244206447008,0.6698082178538389,0.4762437830804416,0.6698082178538389,-0.0,0.42813212065099204,0.7632108336194637,0.6448374231949109,0.764864389616628,0.03679562092193075,0.5499536019102387,0.7886731412092453,0.7523527149488176,0.7885282027470514,0.17863190097066065,0.6169243428903226,0.24620417599953726,0.2370772780000152,0.25664935099985087,0.19343015399999786,0.11816150979993836,0.5524522999999135,0.32780364800055395,0.5878826520001894,0.5140400870004669,0.169785279000007,0.6343041040004209,0.5657653779994689,0.7864456860002065,1.7427031180000085,0.28060498940021716,0.6133966470001724,0.857618402999833,0.7079242699996939,3.111861996999778,0.3578824978000739,0.11435417499978939,0.16461987100001352,0.12521637800000462,0.06063717300003191,0.033883755399983784,0.11396923099982814,0.16146300400032487,0.14707002500017552,0.06237695200024973,0.033383465000042634,0.11629344400034825,0.15978697899981853,0.23665211200022895,0.06581288899997162,0.03559404820016425,0.11568850000003295,0.15898939099997733,0.22936024199998428,0.06121077599982527,0.03302683240008264,528,528,528,32,394.0,528,528,528,34,369.8,506,528,528,36,431.2,493,528,528,34,353.0
spar070-050-3,70,50,6058,0.3314899336890251,0.1934424149070986,0.3314899336890251,-0.0,0.3088016718404817,0.7270690864743871,0.5498403873780764,0.7270690864743871,-0.0,0.5373305147369396,0.8191007093811475,0.7289913071396057,0.820054543909743,0.1383034935646091,0.6380575258234655,0.841813641469173,0.8072624815836859,0.8437225142965936,0.32558059467912814,0.7009340353408016,0.2856693120002092,0.2554092879995551,0.30793574299968896,0.2107717569997476,0.1442277447999004,0.6622178349998649,0.43884032399955686,0.6681558030004453,0.6005655410003783,0.23942130940022252,0.8289833680000811,0.7673620259997733,0.8575686499998483,2.585040101999766,0.31366298979983187,0.68630204100009,0.9404665110000678,0.8411370509998051,3.3344542710001406,0.3716968860001543,0.1292235079999955,0.18115920099990035,0.1503212809998331,0.06077475899974161,0.040112745399892444,0.13192423999998937,0.18749904199967204,0.14728793600033896,0.0641087490002974,0.0386384000000362,0.1616359370000282,0.19119524799998544,0.2657174659998418,0.06586843399963982,0.042191844199987824,0.1317981699999109,0.1795790080000188,0.2611137819999385,0.061581592000038654,0.03543338580002455,605,605,605,32,483.2,605,605,605,35,437.8,602,605,605,36,468.4,520,605,605,34,323.8
spar070-075-1,70,75,22200,0.28716603452253703,0.2007135256755847,0.28716603452253703,0.041814482368017616,0.35491319847444996,0.6616608889877525,0.5276584837337366,0.6616608889877525,0.3623438175418019,0.559502655431174,0.7278678497696554,0.7011374927277438,0.7252207453845393,0.5463830876938868,0.6371596054520877,0.7366902074076261,0.733852306641779,0.7388655788949128,0.6493635787931589,0.6783397875852047,1.2073483620001753,1.0544954160000088,1.3280034780004826,0.6083833940001568,0.8409340661999523,5.434287766000125,3.501695426000424,5.54193535100012,2.9302982209997026,2.602472750400102,7.6294197910006005,9.47497717899978,7.921253699999852,3.621747839999898,3.6937983394000184,6.207261843000197,9.939419676999478,9.83787415200004,5.132074362000367,3.77989752099993,0.4812413100003141,0.6664659919997575,0.5809954030000881,0.06393667100019229,0.15112160479993691,0.4917391650001264,0.6510677670003133,0.5507658129999982,0.06259828099973674,0.1503156358002343,0.4835154880001937,0.7359656479998193,0.9813790399998652,0.06177709399980813,0.12481177879990354,0.4630569870000727,0.675259836999885,1.020517843000107,0.06044267600009334,0.10915502339985324,2220,2220,2220,34,1919.0,2220,2220,2220,34,1797.0,2127,2220,2220,34,1129.8,1493,2220,2220,33,784.8
spar070-075-2,70,75,21114,0.28947342128598436,0.14443691030226644,0.28947342128598436,0.04131162401576984,0.33420535296265247,0.6473454053479001,0.506059990927375,0.6473454053479001,0.35181343236886525,0.5379716938931309,0.7075830795769785,0.6856619166013516,0.7041859072587252,0.5098915896352498,0.614216578282147,0.7150931729521339,0.7132929565598042,0.7174262803989305,0.6146861693475932,0.6552331616612953,1.1415009540000938,0.8573242429997663,1.1979042249995473,0.590545947999999,0.7932140582000102,5.30052680100016,3.131748291999884,5.395444791000045,2.455884530000276,2.3551804248000736,6.886037908000162,8.226235990000077,7.366744692999873,3.3474712700003693,3.36552801659991,5.6592394369999965,8.482755936000558,8.598755546000575,4.564633664000212,3.6172725157999595,0.4949226710000403,0.6354654960000516,0.5462180069998794,0.06542000300032669,0.15499411040009364,0.46195915599992077,0.6434106519996021,0.5189771029999974,0.06414831200027038,0.145747799000128,0.4597038690003501,0.6517747490001966,0.9164129159998993,0.059886516999995365,0.12312380799994571,0.4381071789998714,0.6878446340001574,0.6379926040003738,0.061820221000289166,0.10987914759989507,2111,2111,2111,34,1927.8,2111,2111,2111,34,1740.0,2007,2111,2111,32,1111.2,1379,2111,2111,33,768.6
spar070-075-3,70,75,21320,0.2982997028806879,0.1713498125841066,0.2982997028806879,0.03926580520319102,0.338860181274229,0.6600809456424419,0.5119818945369566,0.6600809456424419,0.3420982517565717,0.5443713954928469,0.7163506567172431,0.6915577001512212,0.7130489066662405,0.5216476161905805,0.6247943390067638,0.7238295546466326,0.7231191413155683,0.7263034079850123,0.623702599845805,0.6637795276097841,1.1621848409999984,0.9613631349993739,1.224761983999997,0.595443203999821,0.8161329515998659,5.211232188999929,2.9406475239998144,5.16600091600003,2.8070180250001613,2.324005395200038,7.031480216000546,8.315033101000154,7.56322378699997,4.016771490999872,3.5116542240001762,5.611178467000627,9.607501268000306,9.125190059000033,5.117508731999806,3.5752136943999178,0.464844949000053,0.673517303999688,0.5207513889999973,0.06422586000007868,0.16148111199991036,0.5230201619997388,0.6546840149999298,0.525167711999984,0.06274616000018796,0.1452943455999957,0.4797554840001794,0.663961572000062,0.9938252430001739,0.060181225999713206,0.13401601880013914,0.445592279000266,0.6673412230002214,0.6521433990001242,0.060119976999885694,0.10671425879991148,2132,2132,2132,34,1966.8,2132,2132,2132,34,1738.6,1991,2132,2132,34,1148.8,1362,2132,2132,34,763.2
