M+S^E_3 with selection size 0.1 comparison in terms of gap closed - total times at cut rounds - separation times at cut rounds and nb of sdp cuts added at cut rounds between opt - feas - comb - dense - rand
,,,,gap_closed_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,time_cut_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,sep_time_cut_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,nb_sdp_cuts_at_round_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
filename,size,density,nb_subproblems,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand,r1_opt,r1_feas,r1_comb,r1_dense,r1_rand,r2_opt,r2_feas,r2_comb,r2_dense,r2_rand,r3_opt,r3_feas,r3_comb,r3_dense,r3_rand,r4_opt,r4_feas,r4_comb,r4_dense,r4_rand
spar080-025-1,80,25,1217,0.399559898556039,0.14281401354889217,0.399559898556039,-0.0,0.1294421071232748,0.6388683964927404,0.36227750340883424,0.6388683964927404,-0.0,0.2459777507326717,0.7228103156965325,0.5719992916114784,0.7274538368078755,-0.0,0.35625124584604284,0.7513889582934267,0.6461786499618645,0.7590723820503928,-0.0,0.4385605182990774,0.07519820399966193,0.06014633000040703,0.07652645799998936,0.2507244619996527,0.02527305419998811,0.08269097199945463,0.06601534199990056,0.08497213900000133,0.7794547769999554,0.02435748939997211,0.07107625600019674,0.08362091899971347,0.07592080400081613,1.2023880390001978,0.029594252399692777,0.06626726500007862,0.08275323300040327,0.1004401259997394,2.0126959629997145,0.034209368799747605,0.027772872999776155,0.036964619000173116,0.03027311699997881,0.0822671010000704,0.007571821200053818,0.02812849899964931,0.038184230999831925,0.0303912549998131,0.09027960499997789,0.00759316960002252,0.027296576000026107,0.038524298000083945,0.0307618600004389,0.09251987300012843,0.007924538399856828,0.026683188999868435,0.0385428409999804,0.055047272999672714,0.09000290199992378,0.008050015999833704,121,121,121,33,68.6,121,121,121,39,71.2,108,121,121,39,80.6,93,121,121,39,81.6
spar080-025-2,80,25,1062,0.23252328307746248,0.1210769959801517,0.23252328307746248,-0.0,0.1191929697690064,0.4497101245257535,0.272671016861572,0.4497101245257535,-0.0,0.20316808033062922,0.5486694667218821,0.41458405446795293,0.5486694667218821,-0.0,0.27190703170591357,0.6051839172284883,0.4786836684401502,0.6068071400135321,-0.0,0.3369448202933963,0.05329713000037373,0.054740189999847644,0.05509779099975276,0.25270488500018473,0.022063409800102816,0.060478376999981265,0.058420455000032234,0.06519241999967562,0.7588744729996506,0.021614339600091625,0.05731720199992196,0.056660461999854306,0.06005555999990975,1.3135630240003593,0.024646546600160947,0.0620138690001113,0.06296389599992835,0.06466598199995133,1.9528989119999096,0.029839920999893365,0.025004059000366397,0.03317493599979571,0.02630976799991913,0.08557521000011548,0.0071536878002007144,0.024215262999859988,0.03416251299995565,0.027390419999846927,0.08873416699998415,0.00704777680002735,0.0240778729998965,0.03284928699986267,0.02724841200006267,0.09102468700029931,0.007096580600136804,0.023939056000017445,0.033645636000073864,0.02766129900010128,0.09325231399998302,0.007499020399882284,106,106,106,35,70.6,106,106,106,38,65.4,106,106,106,39,69.8,98,106,106,40,75.0
spar080-025-3,80,25,1319,0.2962971847032606,0.1525263035115193,0.2962971847032606,-0.0,0.13867653333774732,0.5508401232810183,0.346590818794061,0.5508401232810183,-0.0,0.2558037732033218,0.6595728437312577,0.5114443464421273,0.6595728437312577,-0.0,0.3450391834498001,0.6989167324473654,0.616503970625148,0.7016184801918941,-0.0,0.4229822383160117,0.06761501399978442,0.06450277399972038,0.07190832600008434,0.26057819800007564,0.027151925999987725,0.08860899300043457,0.06788941999957387,0.09412112699965292,0.6648053449994222,0.02930849019985544,0.08563461199992162,0.08039372000030198,0.08896286399976816,1.1939814739998837,0.031858205000116865,0.08235835599998609,0.10296245099971202,0.0917271640000763,1.8688054480003302,0.039991148399894885,0.028961042999981146,0.03979806699999244,0.03225469400013026,0.08188540900027874,0.008581850199971087,0.029468903000179125,0.039604714999768476,0.033476495999821054,0.08701623599972663,0.008428157399885094,0.029848627999854216,0.04063967299998694,0.03261225899996134,0.09107617100016796,0.008625373400082025,0.029170201999932033,0.041716467999776796,0.033335914999952365,0.090360611000051,0.009021493599902897,131,131,131,34,86.2,131,131,131,38,81.8,131,131,131,39,87.0,110,131,131,39,96.6
spar080-050-1,80,50,10258,0.23461173484475148,0.16832872566791943,0.23461173484475148,-0.0,0.2401329200516967,0.6003014051485837,0.457218040908297,0.6003014051485837,0.006529342372881399,0.424896303124696,0.6877810256263247,0.5996441036484427,0.6890429720754697,0.15285112888173552,0.5265212025307747,0.7091084330305066,0.68567132506541,0.7100006897204072,0.29456024723974605,0.5826641654007217,0.5814575969998259,0.49194713799988676,0.6332061159996556,0.3812084800001685,0.33073048559990637,1.970921467000153,1.068332337999891,1.9524276310003188,1.5951786949999587,0.5988122927999939,2.982501575000242,2.169065971999771,2.963441719000002,5.075349961000029,1.173651393399996,2.4448394539999754,3.81103825900027,2.8304279619997033,6.088267661999907,1.6026169129999288,0.22562248699978227,0.32117486200013445,0.2813016999998581,0.09116118700012521,0.0704757827999856,0.26097505899997486,0.3081558909998421,0.2554499390003002,0.09379759300009027,0.06635334440006772,0.2244543500000873,0.3237743499998942,0.2532313339997927,0.0945407700000942,0.07120337699998344,0.22279157200000554,0.31078133800019714,0.4586279289997037,0.09482361499976832,0.0624577947999569,1025,1025,1025,37,863.4,1025,1025,1025,40,763.4,983,1025,1025,40,847.6,909,1025,1025,40,609.2
spar080-050-2,80,50,8680,0.24295286769710034,0.15815237667229792,0.24295286769710034,-0.0,0.2654282201409022,0.6642983123621533,0.49900617248146273,0.6642983123621533,-0.0,0.465384970740425,0.75781431694582,0.6536688801966657,0.7575335984741314,0.0888394524779349,0.5771871187753547,0.7822012132843664,0.7566591440776856,0.7846621095137346,0.25833496065876865,0.6369354436507438,0.40465560800021194,0.37907915999994657,0.41853364999951737,0.35975755800018305,0.2481413552000049,1.3885949549999168,0.7594965559997036,1.379524018000211,1.0892448889999287,0.44764872479991025,1.8229315579997092,1.481119124000088,2.0717309099995873,3.8037473640001735,0.800836330799848,1.6654829530002644,2.5161289520001446,1.8689885220001088,6.347169152999868,0.9571212705999642,0.18655464600033156,0.2615345009999146,0.21039739599973473,0.0943619839999883,0.06502077459999782,0.22410641399983433,0.2635039379997579,0.21401171700017585,0.09323187900008634,0.05808067139996638,0.19634126099981586,0.2654529060000641,0.4199048169998605,0.09277402699990489,0.06131235859993467,0.19305501300004835,0.2621327830001974,0.38483864199997697,0.09036540799979775,0.051667653999902544,868,868,868,38,674.8,868,868,868,39,645.2,844,868,868,39,725.4,768,868,868,38,489.6
spar080-050-3,80,50,8863,0.2800697716440416,0.13894225054532314,0.2800697716440416,-0.0,0.2529131117012816,0.6422761135292392,0.4740604892588745,0.6422761135292392,-0.0,0.4536227504644059,0.7395609632553735,0.6440317131532394,0.7401086557428935,0.09543258129130025,0.5584725713519303,0.7623922018107152,0.7337267194190744,0.7633531061711397,0.2777347740720793,0.6191835793020792,0.4908815079998021,0.39219589900039864,0.5043214390002504,0.360355384000286,0.2609067972000048,1.3632470229995306,0.7854389230001289,1.3439094280001882,1.146772334000616,0.46911291439992053,2.0210209070005476,1.4695009649994972,1.9845146029997522,4.533824683999683,0.7907962129999759,1.8360205870003483,2.37246797600028,1.8950750029998744,7.197841277999942,0.9873160680001092,0.19296860699978424,0.2816001700002744,0.21479480000016338,0.09209510500022589,0.059393141199961974,0.22699243899978683,0.2639644440000666,0.2166191199999048,0.09820838700034074,0.057162800199876074,0.1968555500002367,0.27115008199962176,0.22055666999995083,0.09653570199998285,0.05912723960000221,0.2002422900000056,0.27264160699996864,0.38627666799993676,0.09192074099973979,0.05676137820009899,886,886,886,37,719.6,886,886,886,40,657.2,864,886,886,40,708.2,799,886,886,39,495.2
spar080-075-1,80,75,33045,0.2876702427829587,0.1362950146115497,0.2876702427829587,0.03995546900812084,0.3743699204397709,0.6575477277016064,0.4695198711917546,0.6575477277016064,0.39413546926457926,0.5661207687425753,0.7152090763976213,0.5931358868866096,0.7124882921081417,0.5771458790582006,0.6391206543849828,0.7213576428385526,0.7010304028272437,0.7234735846949059,0.6743736306265585,0.6764556699378226,2.3303248570000505,1.4520269659997211,2.353075711999736,1.1259401420002177,1.7678108359999896,13.167520446000253,4.837867281000399,13.234918996999568,6.078168688000005,6.129722947399932,18.389878191999742,9.241566104999947,18.85039603799987,8.167114135000247,9.042482701599965,14.05634533400007,28.353154810999968,21.497673976000442,10.107013277000078,8.809980876199825,0.7765383800001473,1.0288700460000655,0.812628610000047,0.09543713499988371,0.24783669420003207,0.7298173640001551,0.9987066100002266,0.8634700879997581,0.09369308399982401,0.22389702459995534,0.7360844979998546,1.0265511809998316,1.482219227999849,0.09051007000016398,0.18239418260000093,0.7316628029998355,1.1105817560001014,1.0564974190001521,0.09030434299984336,0.16605370399993263,3304,3304,3304,39,2959.2,3304,3304,3304,40,2712.2,3137,3304,3304,39,1525.4,2061,3304,3304,38,1072.8
spar080-075-2,80,75,31783,0.2758359986286827,0.16787338467748783,0.2758359986286827,0.04054214575546235,0.3754191590748015,0.6589284359562396,0.544523947014375,0.6589284359562396,0.3537775004350772,0.5679276980416402,0.7190761922207267,0.6965818884865221,0.7162475312958744,0.5409639042464336,0.642832636920507,0.7257372195329623,0.7241857178406904,0.7282137835737025,0.64145572049006,0.6790949521843381,2.0417217879999043,1.43562416199984,2.092353748000278,1.149049529000422,1.596352301799925,11.62866801400014,7.266830080000091,11.60748436599988,5.366389254999831,5.576190355600102,16.064401975999772,18.347585594000066,16.894666386000154,6.88613697799974,7.926029667800139,12.641488800999923,20.504011078000076,19.493980573000044,9.337984481000149,7.718392160400162,0.750457503999769,0.947472105000088,0.8173767399998724,0.0961128940002709,0.22170138499996028,0.6986743229999774,0.9500621209999736,0.7813316289998511,0.09517137399961939,0.2299246556000071,0.6935820190001323,1.0248523889999888,1.3880624890002764,0.09527415599995948,0.17174663040004817,0.7023787479997736,0.9660850870000104,0.9687335009998606,0.09269918500012864,0.15359134299997096,3178,3178,3178,38,2830.2,3178,3178,3178,39,2628.4,2976,3178,3178,39,1452.4,1926,3178,3178,38,1046.8
spar080-075-3,80,75,32786,0.29095344114107635,0.1674345347923734,0.29095344114107635,0.039218981413075796,0.37498941792830304,0.664677593657538,0.5160809923830932,0.664677593657538,0.3626452812215335,0.568772985780364,0.7185214545997596,0.69531880288336,0.7151376793820399,0.545185971967462,0.6395998151637663,0.7246236223322314,0.7244438432978387,0.7273596477178921,0.6587472286744874,0.6756804927400095,2.1014392700003555,1.5128473749996374,2.1721417670000847,0.9690534340006707,1.749719498200011,12.181017371000053,5.747136513999976,12.217090421000194,5.43258409200007,5.734171587999663,16.35104427100032,19.070237455000097,16.670089326999914,7.875561993000247,8.00381395839995,11.810703956999987,21.770413406999978,20.4101290399999,11.281980379999823,7.922054248399945,0.7252784930001326,1.029379802999756,0.7996141690000513,0.09388451200038617,0.24382631099997526,0.7240343150001536,0.9709208609997404,0.8085289020000346,0.08882942299987917,0.21879609099978553,0.7176754950000941,1.023739328999909,1.4424869829999807,0.09040638200031026,0.1736538405999454,0.7181339680000747,1.0439453929998308,1.0491772420000416,0.092417820999799,0.15993666139993365,3278,3278,3278,39,2948.2,3278,3278,3278,39,2658.4,3017,3278,3278,39,1505.0,1890,3278,3278,38,1053.2
spar090-025-1,90,25,1839,0.29383565725898686,0.1417807306233359,0.29383565725898686,-0.0,0.16431427963561776,0.5411958131894119,0.3488825247468269,0.5411958131894119,-0.0,0.28236052954093704,0.6379999738310013,0.51315851204014,0.6379999738310013,-0.0,0.3636432177982592,0.6872718960802559,0.6361063809620036,0.6884665972702867,-0.0,0.44070892685296403,0.11263913199991293,0.10039347100064333,0.11615781099999367,0.4852069769999616,0.046963884199794845,0.14437629999974888,0.10884382900030687,0.14734320700017633,1.339266435999889,0.04676616820015624,0.14845631700018203,0.1356486079998831,0.15553728899976704,2.2909123990002627,0.055192179399909946,0.18269838299966068,0.20596793899994736,0.18326780300048995,3.7765664990001824,0.07746451359989806,0.04106891599985829,0.0570877040004234,0.04502693799986446,0.11758190799992008,0.011660262599889393,0.041047718999834615,0.055436590000226715,0.046122173000185285,0.1251173089999611,0.011667818200112378,0.04184001500016166,0.05517295199979344,0.046062380999956076,0.1277827190001517,0.011912148800092837,0.04118989699964004,0.0570900900002016,0.04585748300041814,0.12630771900012405,0.012596887800009426,183,183,183,39,122.6,183,183,183,44,121.6,183,183,183,44,127.8,172,183,183,44,143.2
spar090-025-2,90,25,1737,0.29056669453288514,0.14544004007639447,0.29056669453288514,-0.0,0.16169744052671584,0.5590101528922026,0.34427859817829987,0.5590101528922026,-0.0,0.2769770242605164,0.6485443039568065,0.5194772749543345,0.6485443039568065,-0.0,0.36657781660760824,0.692578992331917,0.6438578297307094,0.6962431250783043,-0.0,0.44597780818658217,0.10119954799984043,0.08685979900019447,0.1040396809999038,0.3979798689997551,0.04393342660014241,0.14136137900004542,0.0996582650000164,0.1441208699998242,1.033814311000242,0.04302023339996595,0.12234204300011697,0.13180706999992253,0.12691641100036577,2.066855918999863,0.05068483479990391,0.12659784199968271,0.16417880700009846,0.13642288100027145,3.0560351359995366,0.06960848260005151,0.03852187299980869,0.05207958700020754,0.04156792499998119,0.11466474999997445,0.011464441800126225,0.03870292400006292,0.053101735999916855,0.04211500800010981,0.1297298019999289,0.011237267599972256,0.03932826800019029,0.05555690199980745,0.04264529900001435,0.12307254000006651,0.011456974199973047,0.038222736999614426,0.05539038000006258,0.04367898400005288,0.12365290899970205,0.0119674882000254,173,173,173,38,113.2,173,173,173,44,112.4,173,173,173,43,120.2,150,173,173,43,131.6
spar090-025-3,90,25,1872,0.38195677205277734,0.13335938514571374,0.38195677205277734,-0.0,0.162987512862544,0.6129729724197321,0.37310570606443494,0.6129729724197321,-0.0,0.29153310284786627,0.684822569136522,0.5572742656818424,0.6863484294872623,-0.0,0.3939847198823966,0.7272226005097288,0.6684884809780182,0.7284504280664089,-0.0,0.4676835828109405,0.11689315800003897,0.0935471059997326,0.12164914699997098,0.3995972409998103,0.043084874800206306,0.1591883689993665,0.10425853400010965,0.16480706099991949,1.1486288729997796,0.04775611720015149,0.1486450289999084,0.1436890389995824,0.15583988299977136,1.9053028859998449,0.056015615399792294,0.15630946300007054,0.18165582500023447,0.17309267900009218,3.159481765000237,0.07355818720016032,0.04074503199990431,0.055505026999981055,0.04527627500010567,0.12055642299992542,0.011991885000043112,0.04145374399968205,0.05658635999998296,0.045640456000000995,0.13277795199974207,0.011885096600053657,0.041303692999917985,0.056883507999828,0.045497672999772476,0.13419192599985763,0.012261924799895496,0.041415541999867855,0.058711485999992874,0.045705154000188486,0.1307069300000876,0.012769284000205517,187,187,187,39,111.8,187,187,187,44,118.0,179,187,187,45,127.4,171,187,187,44,140.4
spar090-050-1,90,50,14205,0.2550254644611409,0.12342204429095456,0.2550254644611409,-0.0,0.2709759433816132,0.638030988863971,0.4614616513501491,0.638030988863971,0.0012194962381256336,0.4731073926407367,0.7197390843270091,0.605907006979724,0.7192437780701626,0.12954142861996232,0.569951015716027,0.7364754921965506,0.7057021114532918,0.7394850464201789,0.29344889407017094,0.6228091944281456,0.8843823590004831,0.6126499300003161,0.9526144490000661,0.5441576000002897,0.5187263264002467,3.8571469739999884,1.595968654999524,3.7524329780003427,2.6280566739997084,1.174077273399962,5.269718939000086,3.765659928000332,5.66859438199981,8.983621276000122,2.3178993878002077,4.4514761560003535,6.7242286220002825,5.249945686999581,10.750533685999926,2.667000885999914,0.30656006800018076,0.43262728300032904,0.3796832810003252,0.13395398000011483,0.0948973886001113,0.3126083010001821,0.449467158999596,0.3448830950001138,0.13543989799973133,0.09344959979998749,0.31839218999994046,0.44954408800003876,0.631904631999987,0.13202759800014974,0.1008378578000702,0.3379957239999385,0.4436232180000843,0.6219982389998222,0.13116747899994152,0.07734907979993295,1420,1420,1420,42,1124.0,1420,1420,1420,45,1068.4,1387,1420,1420,44,1127.8,1218,1420,1420,44,714.2
spar090-050-2,90,50,12738,0.2824029915312453,0.1686301923535307,0.2824029915312453,-0.0,0.27454069572128287,0.6650836572194763,0.5066712527754853,0.6650836572194763,0.0005594206490727839,0.4855654222218996,0.7496225003337021,0.6885662828539303,0.748393450824868,0.14506714513197114,0.5871662423808133,0.7694380211122259,0.7567106181068671,0.7728538085942601,0.31698260366292197,0.6450326118222625,0.816676262999863,0.6232334970000011,0.8570498930002941,0.5864137060002577,0.4570017457998802,2.754833621999296,1.6311417929996423,2.798614687999816,2.702696552999896,0.9816994064000937,4.215540514999702,4.137880626000424,4.542989983000098,9.769111150000299,1.7870887228000356,3.738471716999811,5.4179490180003995,4.145750766999754,12.826441989000159,2.235499749200062,0.27287416299986944,0.39405574800002796,0.3114975080002296,0.13098345400021572,0.08268427819994031,0.2794858059996841,0.3963746800000081,0.3103124780000144,0.1319943839998814,0.08150752360006663,0.27933755300000485,0.4179019580001295,0.5699629089999689,0.1298089950000758,0.08470884360003765,0.27424123399987366,0.3920926360001431,0.5591048289998071,0.13006042100005288,0.0705417054001373,1273,1273,1273,42,998.8,1273,1273,1273,44,955.4,1252,1273,1273,44,1039.0,1090,1273,1273,44,680.0
spar090-050-3,90,50,12780,0.26139680693896616,0.16268147341141578,0.26139680693896616,-0.0,0.2935417081491644,0.6613817545732658,0.5051861526035283,0.6613817545732658,-0.0,0.5024617765457279,0.7484013986041806,0.6519458430064905,0.7475121837072645,0.08766231827176246,0.5964555963146736,0.7670746055464168,0.7436643973486807,0.7697723731578846,0.2654320472580335,0.6489488640598055,0.7645002210001621,0.588322043000062,0.785575764999976,0.5412488319998374,0.4963070580000931,2.5826094909998574,1.4241844299995137,2.6739505750001626,1.923510558000089,0.9663426672000242,4.1613572270002805,3.0727194649998637,4.377897722999933,7.917596509999839,1.5392092487998525,3.178115341999728,4.930287295000198,3.847695184999793,14.305111622000368,1.8599354162000055,0.2760671740002181,0.3768597640000735,0.3055207560000781,0.1266485329997522,0.0835882142000628,0.2798406049996629,0.40685899399977643,0.34381139400011307,0.13006847799988464,0.08187742919999437,0.28479914500030645,0.38857940999969287,0.5615204470000208,0.13275155599967547,0.08235875819982538,0.2748609069999475,0.39809981600001265,0.5608142959999896,0.13442987999997058,0.06988977779992638,1278,1278,1278,41,993.2,1278,1278,1278,44,955.4,1256,1278,1278,45,959.6,1100,1278,1278,45,625.6
spar090-075-1,90,75,47607,0.26654700367826145,0.18859301747959434,0.26654700367826145,0.03449067436505513,0.3631104793435281,0.6228676170778068,0.4805483929070335,0.6228676170778068,0.35819350049165805,0.549575976986788,0.6731672213177806,0.6506198569177074,0.6708772534282044,0.5301372731549705,0.6152985637462519,0.6796812023603405,0.6782760381239499,0.6820657024808711,0.6293745729611115,0.6479055082120417,3.7694715339998766,2.6596135119998507,4.031690451999566,1.8694340029996965,3.4551625000003696,28.64535644999978,13.09466065200013,29.551597334999315,10.470509526999194,15.932855019599993,39.248440412000036,50.3313479970011,40.18333698199967,14.101299994000328,21.39054908580001,34.75319528800037,52.876914985999974,49.35174119500061,18.21337631500046,20.908776344200124,1.0368684059999396,1.4953753479994703,1.2210101629998462,0.13790344599965465,0.350681350800005,1.051399174999915,1.4359763559996281,1.1802677189998576,0.13623041699975147,0.3413972536001893,1.1081326220000847,1.5866682490004678,2.1042594809996444,0.13284342299994023,0.2629445319998922,0.9978163749997293,1.4499868920001973,1.5244924059998084,0.12778736000018398,0.22486428619995422,4760,4760,4760,43,4242.2,4760,4760,4760,45,3923.4,4536,4760,4760,44,2026.2,3089,4760,4760,42,1443.0
spar090-075-2,90,75,46098,0.2572054835327798,0.13437062645017922,0.2572054835327798,0.0368817331887614,0.36292911774264247,0.6218810960341538,0.4960129049185531,0.6218810960341538,0.3565828694231422,0.5465692522041653,0.6767298423790076,0.654835086987443,0.6742153645113547,0.5191831468565157,0.6119724398973926,0.6824321259575514,0.678783909140969,0.6835700934524033,0.6117410948395774,0.6455883822611431,3.769902629999706,2.185717109999132,3.893232362999697,2.0392873560003864,3.253469482199762,29.155888848999894,14.906541860000289,29.070575237999037,9.717473889999383,14.230833572800474,39.50708033100091,44.112335208999866,41.3399971559993,11.530650123000669,19.95601804300022,32.844775260999995,47.68177836399991,48.13401599900044,17.2155831809996,19.875819439399855,1.0706150710002476,1.4415221569997811,1.1865802470001654,0.14237263100039854,0.34943813759982734,1.0228662330000589,1.3711506990002817,1.1371039199993902,0.1350461929996527,0.311389352000333,1.0149101350007186,1.4935149459997774,2.0393185929997344,0.1314723370005595,0.24754061960011314,0.9709190129997296,1.409293814999728,1.4481113370002276,0.12729899900023156,0.23208880679976573,4609,4609,4609,45,4176.2,4609,4609,4609,44,3787.6,4357,4609,4609,43,2042.8,3003,4609,4609,41,1406.4
spar090-075-3,90,75,46718,0.244999732024528,0.1578862886517305,0.244999732024528,0.036760807981865165,0.37366919935605675,0.6261264140606261,0.4808935213463221,0.6261264140606261,0.3525998576914304,0.5560369144782844,0.6843866520246098,0.6614111199737567,0.6832557523062002,0.5251398261031596,0.624851228024023,0.6909276383913543,0.6853457097371912,0.6930193247853724,0.629078972621537,0.6584404676215057,3.3987830890000623,2.2914765780005837,3.5846540800002913,1.882513146000747,3.2635565163996945,26.769550830998924,12.3375249110004,27.058916123000017,10.125111535000542,14.808913627199582,39.73896641400097,49.33089821900012,43.412756251000246,12.71852349999972,20.439599121599894,31.53720001900001,42.54296322499977,46.77950904999943,19.462873624999702,19.61545430099959,1.0219025890000921,1.4750279390000287,1.2182731840002816,0.13657299500027875,0.3405468348000795,1.0339821789993948,1.513664492999851,1.1595259100004114,0.13541270200039435,0.32577474919980887,1.0231483140005366,1.4491187789999458,2.173373146999438,0.12760633600009896,0.24677733839998836,1.0473321469999064,1.5270626379997339,1.4264844339995761,0.12969980599973496,0.23463835820002715,4671,4671,4671,43,3902.6,4671,4671,4671,45,3835.6,4407,4671,4671,42,2088.8,3061,4671,4671,43,1439.6
spar100-025-1,100,25,2306,0.1985648027205036,0.1401355246185632,0.1985648027205036,-0.0,0.14688169801627546,0.48059146743392656,0.32017524416180776,0.48059146743392656,-0.0,0.2534203645099323,0.6142027864545094,0.47833479341377844,0.6142027864545094,-0.0,0.349062413403701,0.6579903426137602,0.600760441413021,0.660812629197768,-0.0,0.42424227464043945,0.13904916899991804,0.12388302399995155,0.14576899699932255,0.7709252020003987,0.06847747340034402,0.2208005559996309,0.15915641200081154,0.22872812599962344,2.550736360999508,0.06693681340002514,0.28153018099965266,0.19835900799989759,0.2808777599993846,4.318890462000127,0.08888866440011042,0.2792126489994189,0.30424197900083527,0.2619141479999598,6.384172364000733,0.11951458820039988,0.05204627500006609,0.07246804799979145,0.057958077999501256,0.16345908400035114,0.01480679560045246,0.052495647999421635,0.07274595300077635,0.058341443999779585,0.18108889799987082,0.01430894820005051,0.053425467999659304,0.07307154899990564,0.057896696999705455,0.1731336499997269,0.014987884200309054,0.05090347999976075,0.07417155800067121,0.058674251999946136,0.17446894900058396,0.015547592800248821,230,230,230,43,162.6,230,230,230,51,145.0,230,230,230,49,164.0,201,230,230,50,179.0
spar100-025-2,100,25,2332,0.21613420307711836,0.13394246563484877,0.21613420307711836,-0.0,0.13602983578856376,0.491127199454961,0.3286804366154731,0.491127199454961,-0.0,0.23803225955612278,0.6117013457440134,0.4786787154219098,0.6117013457440134,-0.0,0.3283539155346153,0.657438809971663,0.5971243119270968,0.6602949665453665,-0.0,0.4030120904406503,0.12819271300031687,0.12753551700097887,0.13582155800031614,0.6833384229994408,0.06089228200016805,0.1887449050000214,0.1528336350002064,0.1966905740000584,1.871560366000267,0.06313522500004183,0.24305064899999707,0.16350522699940484,0.2239540480004507,3.5781905270005154,0.08012163600014902,0.19756313899961242,0.28550143300071795,0.23039604299992789,6.08977177900033,0.09959906460007914,0.05169664200002444,0.06928906300072413,0.058316078000643756,0.16262453899980756,0.014694233200316376,0.051784915999633085,0.07033585499993933,0.05763929200020357,0.18126782800027286,0.014434514399908949,0.07704922199991415,0.07211740299953817,0.05776257399975293,0.17961676100003388,0.014850894400115066,0.050781736000317323,0.07223468300071545,0.059738379000009445,0.17286392400001205,0.01569429039991519,233,233,233,43,152.4,233,233,233,49,145.8,233,233,233,49,157.2,200,233,233,48,180.6
spar100-025-3,100,25,2468,0.2283803593579548,0.14674172560133986,0.2283803593579548,-0.0,0.16002213178065702,0.5293019289802952,0.34182145598397334,0.5293019289802952,-0.0,0.27655063060886914,0.6464372148593088,0.5268920590786343,0.6464372148593088,-0.0,0.3701445200542704,0.6996299014394306,0.6375659662493315,0.7007523425741385,-0.0,0.4492087257363034,0.13828465700044035,0.13982092099922738,0.14393388200096524,0.7278662809994785,0.07349679819999437,0.20685110600061307,0.16731100999913906,0.21318754099957005,2.175365951999993,0.07449962140017305,0.29047425000044313,0.2143502790004277,0.2954335730000821,3.5389513049995003,0.09119765980012744,0.2604936899997483,0.29358271900036925,0.2798050020010123,5.8202998870001466,0.1273655749997488,0.053974737000316964,0.07326923799973883,0.06010503100060305,0.17067658999985724,0.0161515492000035,0.0548845130006157,0.08115566099968419,0.0605869539995183,0.18352896499982307,0.015592284000194922,0.05576803900021332,0.07690128000012919,0.061079158000211464,0.1864074929999333,0.01616390440012765,0.05491145799987862,0.07627263700032927,0.06247481600075844,0.18027049299962528,0.016697175599620095,246,246,246,44,177.2,246,246,246,49,161.0,246,246,246,50,177.8,232,246,246,49,192.0
spar100-050-1,100,50,20119,0.22351872998607872,0.15827624842449445,0.22351872998607872,-0.0,0.26654361578049457,0.6097152030137047,0.44134222420837094,0.6097152030137047,0.0005906253809016199,0.46650876753479004,0.687685070113073,0.5953668866851256,0.6870158284066661,0.14012738676541706,0.5532755756083163,0.7016081411911564,0.6821181624293594,0.7043996393844063,0.29727960605076537,0.6030463274758229,1.3061672990006628,1.2288805730004242,1.405242881999584,1.1279822759997842,0.8785505460000422,7.8557354489994395,3.209733527000026,7.767711927000164,4.845239848999881,2.6329670735996844,11.689827221000087,8.048802107000483,12.596137637999163,18.620407651000278,5.2934750852002255,9.668614008999612,15.245909031999872,11.35870902499937,22.84746821800036,6.4803423650000695,0.44234269600019616,0.620853901999908,0.529355079999732,0.17542836099983106,0.13375101380006527,0.44238149099965085,0.6027670719995513,0.49485370200000034,0.1840203100000508,0.13412775500000862,0.4586788160004289,0.6668074649996925,0.892403185999683,0.1900986250002461,0.14204016200001207,0.47553295599936973,0.6176434290000543,0.8776080099996761,0.18489429500004917,0.10982122879977396,2011,2011,2011,45,1538.4,2011,2011,2011,49,1561.2,1940,2011,2011,51,1536.8,1626,2011,2011,50,968.4
